"probs","labels"
"0.06763105","0"
"0.013584898","0"
"0.020049723","0"
"0.016908072","0"
"0.33354393","0"
"0.008114252","0"
"0.241773","0"
"0.20655857","0"
"0.053686056","0"
"0.093631685","0"
"0.37003163","0"
"0.12920496","0"
"0.02999612","0"
"0.09841803","0"
"0.049915593","0"
"0.016152116","0"
"0.055442926","0"
"0.12358005","0"
"0.10083512","0"
"0.066281915","0"
"0.15300974","0"
"0.04742264","0"
"0.09536632","0"
"0.08900821","0"
"0.08465552","0"
"0.1060027","0"
"0.053814307","0"
"0.035091873","0"
"0.018065356","0"
"0.104878925","0"
"0.14635271","0"
"0.13090111","0"
"0.08087661","0"
"0.019510558","0"
"0.06815153","0"
"0.009397608","0"
"0.7472423","0"
"0.34699252","0"
"0.098027006","0"
"0.022437273","0"
"0.015359153","0"
"0.060215328","0"
"0.04981344","0"
"0.27912372","0"
"0.021821752","0"
"0.15154356","0"
"0.055584434","0"
"0.03383547","0"
"0.20201394","0"
"0.01475776","0"
"0.11944564","0"
"0.10959684","0"
"0.05732968","0"
"0.097135596","0"
"0.032119684","0"
"0.032775816","0"
"0.042627376","0"
"0.31439453","0"
"0.038988583","0"
"0.02687037","0"
"0.058818143","0"
"0.20784993","0"
"0.07816073","0"
"0.023521267","0"
"0.09405369","0"
"0.35079786","0"
"0.08897161","0"
"0.16812691","0"
"0.010140798","0"
"0.05187072","0"
"0.13114274","0"
"0.015126025","0"
"0.3078615","0"
"0.3072222","0"
"0.1467999","0"
"0.027898796","0"
"0.02157237","0"
"0.011375815","0"
"0.078072965","0"
"0.019740317","0"
"0.57706934","0"
"0.13800389","0"
"0.043612383","0"
"0.019420415","0"
"0.09918447","0"
"0.05904345","0"
"0.08167339","0"
"0.020852132","0"
"0.48742956","0"
"0.05521115","0"
"0.14366964","0"
"0.22764322","0"
"0.2038679","0"
"0.032809027","0"
"0.011939708","0"
"0.021787848","0"
"0.009901476","0"
"0.010070577","0"
"0.1908307","0"
"0.08821213","0"
